generational_distance,hypervolume,epsilon_indicator,inverted_gd,spacing,nfe
inf,0.0,inf,inf,0.0,0
4.886280706561981,0.0,3.474449132676981,4.255695661899843,10108.811213383344,100
2.1138909914653063,0.0,1.1087669948429442,0.9308465928568969,5675.79863744079,1196
1.0435468543939355,0.27569367108279325,0.5682137834036568,0.3515057350706928,3557.839642619805,2292
0.7846388476211209,0.30358062480258463,0.5682137834036568,0.30440908324580085,4199.049696993662,3390
0.731431408345496,0.32124214215367153,0.5682137834036568,0.28899298955002456,3302.896933599473,4486
0.5312771912478825,0.32600941067104344,0.5682137834036568,0.2739743593365926,4848.579492765933,5582
0.527605359113056,0.3260094165996307,0.5682137834036568,0.27486722486554727,4744.201260858437,6675
0.5439733642173991,0.3260094166046708,0.5682137834036568,0.27484789703508006,4767.544287998585,7769
0.501869479734343,0.3260094166046708,0.5682137834036568,0.2748205268583692,5039.8047405352345,8864
0.4802198162406445,0.3260160196502131,0.5682137834036568,0.27480312066844376,5034.907820931151,9957
0.5401047166761564,0.3260160196502131,0.5682137834036568,0.27480312066844376,5233.720671220793,11051
0.5527721845036532,0.3260160196502131,0.5682137834036568,0.27480300908004984,5282.181624881566,12146
0.5619384144323187,0.3260160196502131,0.5682137834036568,0.27480223481955574,5218.387455224363,13238
0.587934090180868,0.32602209832876233,0.5682137834036568,0.274829086642212,5057.5981234378105,14330
0.587934090180868,0.32602209832876233,0.5682137834036568,0.274829086642212,5057.5981234378105,15422
0.587934090180868,0.32602209832876233,0.5682137834036568,0.274829086642212,5057.5981234378105,16513
0.6064245533499645,0.32602209832876233,0.5682137834036568,0.2748560815220688,4641.083059959678,17606
0.6064245533499645,0.32602209832876233,0.5682137834036568,0.2748560815220688,4641.083059959678,18704
0.6064245533499645,0.32602209832876233,0.5682137834036568,0.2748560815220688,4641.083059959678,19801
0.6064245533499645,0.32602209832876233,0.5682137834036568,0.2748560815220688,4641.083059959678,20001
